Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11,20,3.0,70.0,11200,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.027034850975141,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,5,5,1965,1965,3.020979020979043,3.0285913528591353,3.0675675675020906,3.067632849947605,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,3.085173501577287,3.163328197226502,3.026697177726926,3.0440713536201467,3.000000355929034,906,3.019904458598726,0,134,1040,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1040,0,0,1040,1,0,1,0,3,1,3.1496598639455784,5,3.013235294117647,0,3.0434782608695654,3.1627906976744184,1965.0,3.1669421487603304,1,384,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,0,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,2,2008,3.069455406471981,3.0734557595993324,129500
12,60,3.0,85.0,11924,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.013039636614155,3.011904761904762,3.026989619377163,3.0221311475409838,2.9168539325842695,9,5,2005,2006,3.020979020979043,3.0285913528591353,3.0846922532895267,3.2073264474907854,2.8984401586053608,286.0,2.9272163561607116,3.0054602184087362,2.8778979907264297,2.9173599484580173,3.026697177726926,3.0440713536201467,2.911483253588517,998,3.019904458598726,0,177,1175,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1182,1142,0,2324,1,0,3,0,4,1,2.970019707562462,11,3.013235294117647,2,3.0236842105263158,2.977330016643784,2005.0,2.9460227272727275,3,736,2.9969488939740656,3.0075414781297134,3.0082089552238807,147,21,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,7,2006,2.6639479866730786,2.680009603543778,345000
13,20,3.0,,12968,3.03232462173315,3.040175310445581,2.894491672583141,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.027034850975141,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,5,6,1962,1962,3.020979020979043,3.0285913528591353,3.0675675675020906,2.971831272328764,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,3.085173501577287,3.163328197226502,3.026697177726926,3.0440713536201467,3.090909090781007,737,3.019904458598726,0,175,912,3.022408963585434,3.119158878504673,3.0205128205128204,3.0134932533733134,912,0,0,912,1,0,1,0,2,1,3.1496598639455784,4,3.013235294117647,0,3.0434782608695654,3.1627906976744184,1962.0,3.1669421487603304,1,352,2.9969488939740656,3.0075414781297134,3.0082089552238807,140,0,0,0,176,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,9,2008,3.069455406471981,3.0734557595993324,144000
14,20,3.0,91.0,10652,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.066666581001408,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,7,5,2006,2007,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,2.8984401586053608,306.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,2.9592760182291493,3.072093023255814,0,3.019904458598726,0,1494,1494,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1494,0,0,1494,0,0,2,0,3,1,2.8839590443686007,7,3.013235294117647,1,3.0236842105263158,2.964367816091954,2006.0,2.8696682464454977,3,840,2.9969488939740656,3.0075414781297134,3.0082089552238807,160,33,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,8,2007,2.6639479866730786,2.680009603543778,279500
15,20,3.0,,10920,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,3.060836501900244,3.032561505065123,2.9911111111581867,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,6,5,1960,1960,3.020979020979043,3.0285913528591353,2.9090909093375803,2.901869159355091,3.0247191011235954,212.0,3.15121412803532,3.0054602184087362,3.085173501577287,3.163328197226502,3.026697177726926,3.0440713536201467,3.040540508036903,733,3.019904458598726,0,520,1253,3.022408963585434,3.119158878504673,3.0205128205128204,3.0134932533733134,1253,0,0,1253,1,0,1,1,2,1,3.1496598639455784,5,3.013235294117647,1,2.982347730142401,2.964367816091954,1960.0,2.8696682464454977,1,352,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,213,176,0,0,0,3.0289057123193395,3.0367699563294854,3.0291607396870557,0,5,2008,3.069455406471981,3.0734557595993324,157000
16,45,3.9999999975549225,51.0,6120,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.060836501900244,3.032561505065123,3.506552941768988,3.011904761904762,3.026989619377163,3.0221311475409838,3.170435257608747,7,8,1929,2001,3.0306748466257667,3.0285913528591353,3.218446600356333,3.218274107779181,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,3.445204075220309,3.163328197226502,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,832,832,3.022408963585434,2.9271255060728745,3.0205128205128204,3.1488627614223565,854,0,0,854,0,0,1,0,2,1,3.1496598639455784,5,3.013235294117647,0,3.0434782608695654,3.1627906976744184,1991.0,3.1669421487603304,2,576,2.9969488939740656,3.0075414781297134,3.0082089552238807,48,112,0,0,0,0,3.0289057123193395,3.133473757913107,3.0291607396870557,0,7,2007,3.069455406471981,3.0734557595993324,132000
17,20,3.0,,11241,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,2.978753974930345,3.032561505065123,2.9911111111581867,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,6,7,1970,1970,3.0306748466257667,3.0285913528591353,3.218446600356333,3.218274107779181,3.0247191011235954,180.0,3.15121412803532,3.0054602184087362,3.085173501577287,3.163328197226502,3.026697177726926,3.0440713536201467,3.090909090781007,578,3.019904458598726,0,426,1004,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1004,0,0,1004,1,0,1,0,2,1,3.1496598639455784,5,3.013235294117647,1,3.0000000000000053,2.964367816091954,1970.0,2.9460227272727275,2,480,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,0,0,0,0,0,3.0289057123193395,3.0076335877862594,3.001500307978968,700,3,2010,3.069455406471981,3.0734557595993324,149000
18,90,3.0,72.0,10791,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.027034850975141,3.011904761904762,3.026989619377163,3.0565594319380702,3.017906336088154,4,5,1967,1967,3.0306748466257667,3.0285913528591353,2.9090909093375803,2.901869159355091,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,3.0614352399011135,3.073000391722953,3.073000391722953,3.071829247211915,3.073000391722953,0,3.071829247211915,0,0,0,3.022408963585434,3.119158878504673,3.0205128205128204,3.0134932533733134,1296,0,0,1296,0,0,2,0,2,2,3.1496598639455784,6,3.013235294117647,0,3.0434782608695654,2.9383361934871823,1967.0,3.1669421487603304,2,516,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,0,0,0,0,0,3.0289057123193395,3.0076335877862594,3.001500307978968,500,10,2006,3.069455406471981,3.0734557595993324,90000
19,20,3.0,66.0,13695,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,2.9175063676511237,3.099283925822866,3.026989619377163,3.0221311475409838,3.017906336088154,5,5,2004,2004,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,2.8778979907264297,3.163328197226502,3.026697177726926,3.0440713536201467,2.911483253588517,646,3.019904458598726,0,468,1114,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1114,0,0,1114,1,0,1,1,3,1,2.8839590443686007,6,3.013235294117647,0,3.0434782608695654,3.1627906976744184,2004.0,3.1669421487603304,2,576,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,102,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,6,2008,3.069455406471981,3.0734557595993324,159000
20,20,3.0,70.0,7560,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,2.9911111111581867,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,5,6,1958,1965,3.020979020979043,3.0285913528591353,3.039467271013622,2.971831272328764,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,3.085173501577287,3.163328197226502,3.026697177726926,3.0440713536201467,3.2557316530868166,504,3.019904458598726,0,525,1029,3.022408963585434,3.119158878504673,3.0205128205128204,3.0134932533733134,1339,0,0,1339,0,0,1,0,3,1,3.1496598639455784,6,3.1523959316731855,0,3.0434782608695654,2.964367816091954,1958.0,3.1669421487603304,1,294,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,0,0,0,0,0,3.0289057123193395,3.133757843936987,3.0291607396870557,0,5,2009,2.9814846701286157,2.891130886895454,139000
21,60,3.0,101.0,14215,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,3.060836501900244,3.032561505065123,3.013039636614155,3.011904761904762,3.026989619377163,3.0221311475409838,2.9168539325842695,8,5,2005,2006,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0247191011235954,380.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.9173599484580173,3.026697177726926,2.9592760182291493,3.072093023255814,0,3.019904458598726,0,1158,1158,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1158,1218,0,2376,0,0,3,1,4,1,2.8839590443686007,9,3.013235294117647,1,3.0236842105263158,2.977330016643784,2005.0,2.8696682464454977,3,853,2.9969488939740656,3.0075414781297134,3.0082089552238807,240,154,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,11,2006,2.6639479866730786,2.680009603543778,325300
22,45,3.9999999975549225,57.0,7449,3.03232462173315,3.6872176772528764,3.0594594594594593,3.141329829140209,3.0287868403015765,3.027566539923954,3.032561505065123,3.0272958114571984,3.011904761904762,3.026989619377163,3.0221311475409838,3.170435257608747,7,7,1930,1950,3.0306748466257667,3.0285913528591353,3.218446600356333,3.218274107779181,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,2.8778979907264297,3.163328197226502,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,637,637,3.022408963585434,2.9271255060728745,3.0205128205128204,3.1827791501248086,1108,0,0,1108,0,0,1,0,3,1,2.8839590443686007,6,3.013235294117647,1,3.0236842105263158,2.964367816091954,1930.0,3.1669421487603304,1,280,2.9969488939740656,3.0075414781297134,3.2331469630433376,0,0,205,0,0,0,3.0289057123193395,3.133473757913107,3.0291607396870557,0,6,2007,3.069455406471981,3.0734557595993324,139400
23,20,3.0,75.0,9742,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.066666581001408,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,8,5,2002,2002,3.020979020979043,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0247191011235954,281.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,1777,1777,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1795,0,0,1795,0,0,2,0,3,1,2.8839590443686007,7,3.013235294117647,1,3.0236842105263158,2.964367816091954,2002.0,2.8696682464454977,2,534,2.9969488939740656,3.0075414781297134,3.0082089552238807,171,159,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,9,2008,3.069455406471981,3.0734557595993324,230000
24,120,3.9999999975549225,44.0,4224,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.4420825418911423,3.011904761904762,3.026989619377163,2.9912311753016607,3.017906336088154,5,7,1976,1976,3.0306748466257667,3.0285913528591353,3.129478484288471,3.1314525835245117,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.0440713536201467,2.911483253588517,840,3.019904458598726,0,200,1040,3.022408963585434,3.119158878504673,3.0205128205128204,3.0134932533733134,1060,0,0,1060,1,0,1,0,3,1,3.1496598639455784,6,3.013235294117647,1,3.0000000000000053,2.964367816091954,1976.0,3.1669421487603304,2,572,2.9969488939740656,3.0075414781297134,3.0082089552238807,100,110,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,6,2007,3.069455406471981,3.0734557595993324,129900
25,20,3.0,,8246,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.027034850975141,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,5,8,1968,2001,3.0306748466257667,3.0285913528591353,2.962972880331527,2.971831272328764,3.0493119266055047,0.0,3.15121412803532,3.2123281481527157,3.085173501577287,3.163328197226502,3.026697177726926,2.947375154127224,3.000000355929034,188,3.0651043318013587,668,204,1060,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1060,0,0,1060,1,0,1,0,3,1,2.8839590443686007,6,3.013235294117647,1,3.0000000000000053,2.964367816091954,1968.0,3.1669421487603304,1,270,2.9969488939740656,3.0075414781297134,3.0082089552238807,406,90,0,0,0,0,3.0289057123193395,3.133757843936987,3.0291607396870557,0,5,2010,3.069455406471981,3.0734557595993324,154000
26,20,3.0,110.0,14230,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.060836501900244,3.032561505065123,3.013039636614155,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,8,5,2007,2007,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,2.8984401586053608,640.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,1566,1566,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1600,0,0,1600,0,0,2,0,3,1,2.8839590443686007,7,3.013235294117647,1,3.0236842105263158,2.964367816091954,2007.0,2.8696682464454977,3,890,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,56,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,7,2009,3.069455406471981,3.0734557595993324,256300
27,20,3.0,60.0,7200,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.060836501900244,3.032561505065123,2.9911111111581867,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,5,7,1951,2000,3.0306748466257667,3.0285913528591353,3.218446600356333,3.218274107779181,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,3.085173501577287,3.163328197226502,3.026697177726926,2.947375154127224,3.040540508036903,234,3.0726108650443575,486,180,900,3.022408963585434,3.119158878504673,3.0205128205128204,3.0134932533733134,900,0,0,900,0,1,1,0,3,1,2.8839590443686007,5,3.013235294117647,0,3.0434782608695654,3.1627906976744184,2005.0,3.1669421487603304,2,576,2.9969488939740656,3.0075414781297134,3.0082089552238807,222,32,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,5,2010,3.069455406471981,3.0734557595993324,134800
28,20,3.0,98.0,11478,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.013039636614155,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,8,5,2007,2008,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,2.8984401586053608,200.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.9173599484580173,3.026697177726926,3.0440713536201467,2.911483253588517,1218,3.019904458598726,0,486,1704,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1704,0,0,1704,1,0,2,0,3,1,2.8839590443686007,7,3.013235294117647,1,3.0236842105263158,2.964367816091954,2008.0,2.8696682464454977,3,772,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,50,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,5,2010,3.069455406471981,3.0734557595993324,306000
